season,gameId,team,playerId,playerPosition,period,startTimeSeconds,endTimeSeconds,startGameTimeSeconds,endGameTimeSeconds
2024,2024020057,home,8478047,L,1,0,19,0,19
2024,2024020057,home,8478047,L,1,150,188,150,188
2024,2024020057,home,8478047,L,1,305,354,305,354
2024,2024020057,home,8478047,L,1,484,563,484,563
2024,2024020057,home,8478047,L,1,776,843,776,843
2024,2024020057,home,8478047,L,1,998,1067,998,1067
2024,2024020057,home,8478047,L,1,1158,1200,1158,1200
2024,2024020057,home,8478047,L,2,0,40,1200,1240
2024,2024020057,home,8478047,L,2,266,371,1466,1571
2024,2024020057,home,8478047,L,2,767,824,1967,2024
2024,2024020057,home,8478047,L,2,973,1023,2173,2223
2024,2024020057,home,8478047,L,2,1163,1200,2363,2400
2024,2024020057,home,8478047,L,3,39,66,2439,2466
2024,2024020057,home,8478047,L,3,127,188,2527,2588
2024,2024020057,home,8478047,L,3,323,360,2723,2760
2024,2024020057,home,8478047,L,3,475,518,2875,2918
2024,2024020057,home,8478047,L,3,656,706,3056,3106
2024,2024020057,home,8478047,L,3,781,840,3181,3240
2024,2024020057,home,8478047,L,3,900,948,3300,3348
2024,2024020057,away,8478413,L,1,0,19,0,19
2024,2024020057,away,8478413,L,1,149,188,149,188
2024,2024020057,away,8478413,L,1,299,356,299,356
2024,2024020057,away,8478413,L,1,547,594,547,594
2024,2024020057,away,8478413,L,1,600,620,600,620
2024,2024020057,away,8478413,L,1,717,729,717,729
2024,2024020057,away,8478413,L,1,871,955,871,955
2024,2024020057,away,8478413,L,1,1126,1156,1126,1156
2024,2024020057,away,8478413,L,2,0,39,1200,1239
2024,2024020057,away,8478413,L,2,250,290,1450,1490
2024,2024020057,away,8478413,L,2,403,440,1603,1640
2024,2024020057,away,8478413,L,2,567,619,1767,1819
2024,2024020057,away,8478413,L,2,767,829,1967,2029
2024,2024020057,away,8478413,L,2,974,1023,2174,2223
2024,2024020057,away,8478413,L,2,1073,1127,2273,2327
2024,2024020057,away,8478413,L,3,39,66,2439,2466
2024,2024020057,away,8478413,L,3,119,188,2519,2588
2024,2024020057,away,8478413,L,3,265,316,2665,2716
2024,2024020057,away,8478413,L,3,463,515,2863,2915
2024,2024020057,away,8478413,L,3,616,656,3016,3056
2024,2024020057,away,8478413,L,3,737,779,3137,3179
2024,2024020057,away,8478413,L,3,870,903,3270,3303
2024,2024020057,away,8478413,L,3,997,1035,3397,3435
2024,2024020057,away,8478413,L,3,1085,1154,3485,3554
2024,2024020057,away,8478413,L,4,43,98,3643,3698
2024,2024020057,home,8478463,L,1,19,43,19,43
2024,2024020057,home,8478463,L,1,188,233,188,233
2024,2024020057,home,8478463,L,1,354,389,354,389
2024,2024020057,home,8478463,L,1,563,600,563,600
2024,2024020057,home,8478463,L,1,717,776,717,776
2024,2024020057,home,8478463,L,1,949,998,949,998
2024,2024020057,home,8478463,L,1,1110,1158,1110,1158
2024,2024020057,home,8478463,L,2,40,62,1240,1262
2024,2024020057,home,8478463,L,2,131,182,1331,1382
